pdbID	chainID	DESCRIPTION	VIRUS
7r4q	A	 Spike glycoprotein	SARS-CoV-2
7r4i	C	 Spike glycoprotein	SARS-CoV-2
7r4i	B	 Spike glycoprotein	SARS-CoV-2
7r4i	A	 Spike glycoprotein	SARS-CoV-2
7uhc	D	 Spike glycoprotein	SARS-CoV-2
7uhc	B	 Spike glycoprotein	SARS-CoV-2
7uhc	A	 Spike glycoprotein	SARS-CoV-2
7uhb	C	 Spike glycoprotein	SARS-CoV-2
7wri	B	 Spike glycoprotein	SARS-CoV-2
7w6u	B	 Spike protein S1	SARS-CoV-2
7xod	C	 Spike glycoprotein	SARS-CoV-2
7xod	B	 Spike glycoprotein	SARS-CoV-2
7xod	A	 Spike glycoprotein	SARS-CoV-2
7xoc	A	 Spike glycoprotein	SARS-CoV-2
7xob	C	 Spike glycoprotein	SARS-CoV-2
7xob	B	 Spike glycoprotein	SARS-CoV-2
7xob	A	 Spike glycoprotein	SARS-CoV-2
7xoa	C	 Spike glycoprotein	SARS-CoV-2
7xoa	B	 Spike glycoprotein	SARS-CoV-2
7xoa	A	 Spike glycoprotein	SARS-CoV-2
7xo9	A	 Spike glycoprotein	SARS-CoV-2
7xo8	C	 Spike glycoprotein	SARS-CoV-2
7xo8	B	 Spike glycoprotein	SARS-CoV-2
7xo8	A	 Spike glycoprotein	SARS-CoV-2
7xo7	C	 Spike glycoprotein	SARS-CoV-2
7xo7	B	 Spike glycoprotein	SARS-CoV-2
7xo7	A	 Spike glycoprotein	SARS-CoV-2
7xo6	A	 Spike glycoprotein	SARS-CoV-2
7xo5	C	 Spike glycoprotein	SARS-CoV-2
7xo5	B	 Spike glycoprotein	SARS-CoV-2
7xo5	A	 Spike glycoprotein	SARS-CoV-2
7xo4	C	 Spike glycoprotein	SARS-CoV-2
7xo4	B	 Spike glycoprotein	SARS-CoV-2
7xo4	A	 Spike glycoprotein	SARS-CoV-2
7xid	C	 Spike glycoprotein	SARS-CoV-2
7xid	B	 Spike glycoprotein	SARS-CoV-2
7xid	A	 Spike glycoprotein	SARS-CoV-2
7xic	C	 Spike glycoprotein	SARS-CoV-2
7xic	B	 Spike glycoprotein	SARS-CoV-2
7xic	A	 Spike glycoprotein	SARS-CoV-2
7fcp	A	 Spike protein S1	SARS-CoV-2
7f15	A	 Spike protein S1	SARS-CoV-2
7fcq	A	 Spike protein S1	SARS-CoV-2
7f0x	A	 Spike protein S1	SARS-CoV-2
7f12	A	 Spike protein S1	SARS-CoV-2
7f7h	F	 Spike glycoprotein S1	SARS-CoV-2
7f7h	E	 Spike glycoprotein S1	SARS-CoV-2
7f3q	A	 Spike glycoprotein	SARS-CoV-2
7wg9	C	 Spike glycoprotein	SARS-CoV-2
7wg9	B	 Spike glycoprotein	SARS-CoV-2
7wg9	A	 Spike glycoprotein	SARS-CoV-2
7wgb	C	 Spike glycoprotein	SARS-CoV-2
7wgb	B	 Spike glycoprotein	SARS-CoV-2
7wgb	A	 Spike glycoprotein	SARS-CoV-2
7wgc	C	 Spike glycoprotein	SARS-CoV-2
7wg7	C	 Spike glycoprotein	SARS-CoV-2
7wg7	A	 Spike glycoprotein	SARS-CoV-2
7wg7	B	 Spike glycoprotein	SARS-CoV-2
7vrw	C	 Spike glycoprotein	SARS-CoV-2
7vrw	A	 Spike glycoprotein	SARS-CoV-2
7vrw	B	 Spike glycoprotein	SARS-CoV-2
7vrv	C	 Spike glycoprotein	SARS-CoV-2
7vrv	B	 Spike glycoprotein	SARS-CoV-2
7vrv	A	 Spike glycoprotein	SARS-CoV-2
7wg8	C	 Spike glycoprotein	SARS-CoV-2
7wg8	A	 Spike glycoprotein	SARS-CoV-2
7wg8	B	 Spike glycoprotein	SARS-CoV-2
7fc5	E	 Spike protein S1	SARS-CoV-2
7whz	A	 Spike protein S1	SARS-CoV-2
7f5r	F	 Spike protein S1	SARS-CoV-2
7f5r	C	 Spike protein S1	SARS-CoV-2
7f5r	E	 Spike protein S1	SARS-CoV-2
7wro	R	 Spike protein S1	SARS-CoV-2
7xh8	A	 Spike glycoprotein	SARS-CoV-2
7f6y	R	 Spike protein S1	SARS-CoV-2
7f6z	R	 Spike protein S1	SARS-CoV-2
7w1s	A	 Spike protein S1	SARS-CoV-2
7f5h	B	 SARS-CoV-2 Spike Receptor-Binding Domain (RBD)	SARS-CoV-2
7f5h	A	 SARS-CoV-2 Spike Receptor-Binding Domain (RBD)	SARS-CoV-2
8dce	A	 Spike protein S1	SARS-CoV-2
8cyj	R	 Spike glycoprotein	SARS-CoV-2
8cyc	C	 Spike glycoprotein	SARS-CoV-2
8cyc	B	 Spike glycoprotein	SARS-CoV-2
8cyc	A	 Spike glycoprotein	SARS-CoV-2
8cyb	C	 Spike glycoprotein	SARS-CoV-2
8cyb	B	 Spike glycoprotein	SARS-CoV-2
8cyb	A	 Spike glycoprotein	SARS-CoV-2
8cya	C	 Spike glycoprotein	SARS-CoV-2
8cya	A	 Spike glycoprotein	SARS-CoV-2
8cya	B	 Spike glycoprotein	SARS-CoV-2
8cy9	C	 Spike glycoprotein	SARS-CoV-2
8cy9	B	 Spike glycoprotein	SARS-CoV-2
8cy9	A	 Spike glycoprotein	SARS-CoV-2
8cy7	C	 Spike glycoprotein	SARS-CoV-2
8cy7	B	 Spike glycoprotein	SARS-CoV-2
8cy7	A	 Spike glycoprotein	SARS-CoV-2
8cy6	C	 Spike glycoprotein	SARS-CoV-2
8cy6	B	 Spike glycoprotein	SARS-CoV-2
8cy6	A	 Spike glycoprotein	SARS-CoV-2
8cxq	C	 Spike glycoprotein	SARS-CoV-2
8cxq	B	 Spike glycoprotein	SARS-CoV-2
8cxq	A	 Spike glycoprotein	SARS-CoV-2
8cxn	C	 Spike glycoprotein	SARS-CoV-2
8cxn	B	 Spike glycoprotein	SARS-CoV-2
8cxn	A	 Spike glycoprotein	SARS-CoV-2
8cyd	C	 Spike glycoprotein	SARS-CoV-2
8cyd	B	 Spike glycoprotein	SARS-CoV-2
8cyd	A	 Spike glycoprotein	SARS-CoV-2
7y42	D	 Spike glycoprotein	SARS-CoV-2
7y42	B	 Spike glycoprotein	SARS-CoV-2
7y42	A	 Spike glycoprotein	SARS-CoV-2
8cwv	A	 Spike protein S1	SARS-CoV-2
8cwu	A	 Spike protein S1	SARS-CoV-2
8dcc	E	 Spike protein S1	SARS-CoV-2
7xix	C	 Spike glycoprotein	SARS-CoV-2
7xix	B	 Spike glycoprotein	SARS-CoV-2
7xix	A	 Spike glycoprotein	SARS-CoV-2
7xiw	D	 Spike glycoprotein	SARS-CoV-2
7xiw	B	 Spike glycoprotein	SARS-CoV-2
7xiw	A	 Spike glycoprotein	SARS-CoV-2
7x6a	D	 Spike glycoprotein	SARS-CoV-2
7x6a	B	 Spike glycoprotein	SARS-CoV-2
7x6a	A	 Spike glycoprotein	SARS-CoV-2
7xnr	C	 Spike glycoprotein	SARS-CoV-2
7xnr	B	 Spike glycoprotein	SARS-CoV-2
7xnr	A	 Spike glycoprotein	SARS-CoV-2
7xns	C	 Spike glycoprotein	SARS-CoV-2
7xns	B	 Spike glycoprotein	SARS-CoV-2
7xns	A	 Spike glycoprotein	SARS-CoV-2
7xiy	C	 Spike glycoprotein	SARS-CoV-2
7xiy	A	 Spike glycoprotein	SARS-CoV-2
7xiy	B	 Spike glycoprotein	SARS-CoV-2
7xnq	C	 Spike glycoprotein	SARS-CoV-2
7xnq	B	 Spike glycoprotein	SARS-CoV-2
7xnq	A	 Spike glycoprotein	SARS-CoV-2
7fb4	C	 Spike glycoprotein	SARS-CoV-2
7fb4	B	 Spike glycoprotein	SARS-CoV-2
7fb4	A	 Spike glycoprotein	SARS-CoV-2
7fb3	C	 Spike glycoprotein	SARS-CoV-2
7fb3	B	 Spike glycoprotein	SARS-CoV-2
7fb3	A	 Spike glycoprotein	SARS-CoV-2
7fb1	C	 Spike glycoprotein	SARS-CoV-2
7fb1	B	 Spike glycoprotein	SARS-CoV-2
7fb1	A	 Spike glycoprotein	SARS-CoV-2
7fb0	C	 Spike glycoprotein	SARS-CoV-2
7fb0	B	 Spike glycoprotein	SARS-CoV-2
7fb0	A	 Spike glycoprotein	SARS-CoV-2
7z9r	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z9r	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z9r	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z9q	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z9q	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z9q	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z86	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z86	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z86	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z85	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z85	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z85	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z7x	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z7x	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z7x	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z6v	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z6v	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7z6v	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
7wjz	M	 Spike glycoprotein	SARS-CoV-2
7wjz	L	 Spike glycoprotein	SARS-CoV-2
7wjz	K	 Spike glycoprotein	SARS-CoV-2
7wjz	J	 Spike glycoprotein	SARS-CoV-2
7wjz	I	 Spike glycoprotein	SARS-CoV-2
7wjz	B	 Spike glycoprotein	SARS-CoV-2
7wjy	G	 Spike glycoprotein	SARS-CoV-2
7wjy	D	 Spike glycoprotein	SARS-CoV-2
7wjy	A	 Spike glycoprotein	SARS-CoV-2
7p19	C	 Spike protein S1	SARS-CoV-2
7p19	E	 Spike protein S1	SARS-CoV-2
7won	F	 Spike protein S1	SARS-CoV-2
7wp1	F	 Spike protein S1	SARS-CoV-2
7vq0	C	 Spike glycoprotein	SARS-CoV-2
7vq0	B	 Spike glycoprotein	SARS-CoV-2
7vq0	A	 Spike glycoprotein	SARS-CoV-2
7wz2	E	 Spike glycoprotein	SARS-CoV-2
7wz2	C	 Spike glycoprotein	SARS-CoV-2
7wz2	A	 Spike glycoprotein	SARS-CoV-2
7wob	E	 Spike glycoprotein	SARS-CoV-2
7wob	C	 Spike glycoprotein	SARS-CoV-2
7wob	A	 Spike glycoprotein	SARS-CoV-2
7woa	E	 Spike glycoprotein	SARS-CoV-2
7woa	C	 Spike glycoprotein	SARS-CoV-2
7woa	A	 Spike glycoprotein	SARS-CoV-2
7wo5	C	 Spike glycoprotein	SARS-CoV-2
7wo5	B	 Spike glycoprotein	SARS-CoV-2
7wo5	A	 Spike glycoprotein	SARS-CoV-2
7wo4	L	 Spike glycoprotein	SARS-CoV-2
7wo4	K	 Spike glycoprotein	SARS-CoV-2
7wo4	J	 Spike glycoprotein	SARS-CoV-2
7wo4	C	 Spike glycoprotein	SARS-CoV-2
7wo4	B	 Spike glycoprotein	SARS-CoV-2
7wo4	A	 Spike glycoprotein	SARS-CoV-2
8csa	C	 Spike glycoprotein	SARS-CoV-2
8csa	B	 Spike glycoprotein	SARS-CoV-2
8csa	A	 Spike glycoprotein	SARS-CoV-2
7xu1	A	 Spike glycoprotein	SARS-CoV-2
7xu1	B	 Spike glycoprotein	SARS-CoV-2
7xu1	C	 Spike glycoprotein	SARS-CoV-2
7xu0	C	 Spike glycoprotein	SARS-CoV-2
7xu0	B	 Spike glycoprotein	SARS-CoV-2
7xu0	A	 Spike glycoprotein	SARS-CoV-2
7xtz	C	 Spike glycoprotein	SARS-CoV-2
7xtz	B	 Spike glycoprotein	SARS-CoV-2
7xtz	A	 Spike glycoprotein	SARS-CoV-2
7xu6	B	 Spike glycoprotein	SARS-CoV-2
7xu6	C	 Spike glycoprotein	SARS-CoV-2
7xu6	A	 Spike glycoprotein	SARS-CoV-2
7xu3	C	 Spike glycoprotein	SARS-CoV-2
7xu3	A	 Spike glycoprotein	SARS-CoV-2
7xu3	B	 Spike glycoprotein	SARS-CoV-2
7xu2	B	 Spike glycoprotein	SARS-CoV-2
7xu2	C	 Spike glycoprotein	SARS-CoV-2
7xu2	A	 Spike glycoprotein	SARS-CoV-2
7xu5	C	 Spike glycoprotein	SARS-CoV-2
7xu5	A	 Spike glycoprotein	SARS-CoV-2
7xu5	B	 Spike glycoprotein	SARS-CoV-2
7xu4	B	 Spike glycoprotein	SARS-CoV-2
7xu4	C	 Spike glycoprotein	SARS-CoV-2
7xu4	A	 Spike glycoprotein	SARS-CoV-2
7woc	C	 Spike protein S1	SARS-CoV-2
7wo7	C	 Spike protein S1	SARS-CoV-2
7wp0	F	 Spike protein S1	SARS-CoV-2
7wp2	F	 Spike protein S1	SARS-CoV-2
7sl5	L	 PRO-SER-LYS-ARG-SER-PHE-ILE-GLU-ASP-LEU-LEU-PHE-ASN	SARS-CoV-2
7sl5	I	 PRO-SER-LYS-ARG-SER-PHE-ILE-GLU-ASP-LEU-LEU-PHE-ASN	SARS-CoV-2
7sl5	F	 PRO-SER-LYS-ARG-SER-PHE-ILE-GLU-ASP-LEU-LEU-PHE-ASN	SARS-CoV-2
7sl5	C	 PRO-SER-LYS-ARG-SER-PHE-ILE-GLU-ASP-LEU-LEU-PHE-ASN	SARS-CoV-2
7wz1	C	 Spike glycoprotein	SARS-CoV-2
7wz1	B	 Spike glycoprotein	SARS-CoV-2
7wz1	A	 Spike glycoprotein	SARS-CoV-2
7p5g	A	 Spike glycoprotein	SARS-CoV-2
7p5q	A	 Spike glycoprotein	SARS-CoV-2
8dao	J	 Spike protein S2 fusion peptide	SARS-CoV-2
8dao	I	 Spike protein S2 fusion peptide	SARS-CoV-2
8d6z	L	 Spike protein S2 fusion peptide	SARS-CoV-2
8d6z	K	 Spike protein S2 fusion peptide	SARS-CoV-2
8d6z	J	 Spike protein S2 fusion peptide	SARS-CoV-2
8d6z	H	 Spike protein S2 fusion peptide	SARS-CoV-2
8d36	F	 Spike protein S2 fusion peptide	SARS-CoV-2
8dt3	C	 Spike glycoprotein	SARS-CoV-2
7qtk	D	 Surface glycoprotein	SARS-CoV-2
7qtj	D	 Surface glycoprotein	SARS-CoV-2
7qtj	A	 Surface glycoprotein	SARS-CoV-2
7qti	A	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
7qti	K	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
7qti	D	 Spike glycoprotein,Envelope glycoprotein	SARS-CoV-2
8df5	S	 Spike protein S1	SARS-CoV-2
8df5	R	 Spike protein S1	SARS-CoV-2
7t7b	A	 Spike protein S1	SARS-CoV-2
7u0a	A	 SARS-CoV-2 S fusion peptide	SARS-CoV-2
7u09	A	 SARS-CoV-2 S fusion peptide	SARS-CoV-2
7upy	C	 Spike glycoprotein	SARS-CoV-2
7upy	B	 Spike glycoprotein	SARS-CoV-2
7upy	A	 Spike glycoprotein	SARS-CoV-2
7upx	A	 Spike glycoprotein	SARS-CoV-2
7upw	C	 Spike glycoprotein	SARS-CoV-2
7upw	B	 Spike glycoprotein	SARS-CoV-2
7upw	A	 Spike glycoprotein	SARS-CoV-2
7wcd	C	 Spike glycoprotein	SARS-CoV-2
7wcd	J	 Spike glycoprotein	SARS-CoV-2
7wcd	H	 Spike glycoprotein	SARS-CoV-2
7u0p	C	 Spike glycoprotein	SARS-CoV-2
7u0p	B	 Spike glycoprotein	SARS-CoV-2
7u0p	A	 Spike glycoprotein	SARS-CoV-2
7v24	A	 Spike glycoprotein	SARS-CoV-2
7v23	C	 Spike glycoprotein	SARS-CoV-2
7v23	B	 Spike glycoprotein	SARS-CoV-2
7v23	A	 Spike glycoprotein	SARS-CoV-2
7v22	A	 Spike glycoprotein	SARS-CoV-2
7v20	C	 Spike glycoprotein	SARS-CoV-2
7v20	B	 Spike glycoprotein	SARS-CoV-2
7v20	A	 Spike glycoprotein	SARS-CoV-2
7upl	C	 Spike glycoprotein	SARS-CoV-2
7upl	B	 Spike glycoprotein	SARS-CoV-2
7upl	A	 Spike glycoprotein	SARS-CoV-2
7voa	B	 Spike glycoprotein	SARS-CoV-2
7v27	C	 Spike protein S1	SARS-CoV-2
7fjc	E	 Spike protein S1	SARS-CoV-2
7zbu	A	 Spike glycoprotein	SARS-CoV-2
7wm0	B	 Spike glycoprotein	SARS-CoV-2
7w8s	B	 Spike protein S1	SARS-CoV-2
7wa1	B	 Spike protein S1	SARS-CoV-2
7x7t	G	 Spike protein S1	SARS-CoV-2
7x7u	G	 Spike protein S1	SARS-CoV-2
7y9n	B	 SARS-coV-2 S2 subunit	SARS-CoV-2
7v3l	C	 Spike glycoprotein	MERS-CoV
7v3l	B	 Spike glycoprotein	MERS-CoV
7v3l	A	 Spike glycoprotein	MERS-CoV
8dad	B	 Spike glycoprotein	SARS-CoV-2
7yeg	C	 Spike glycoprotein	SARS-CoV-2
7yeg	B	 Spike glycoprotein	SARS-CoV-2
7yeg	A	 Spike glycoprotein	SARS-CoV-2
7ye9	C	 Spike glycoprotein	SARS-CoV-2
7ye9	B	 Spike glycoprotein	SARS-CoV-2
7ye9	A	 Spike glycoprotein	SARS-CoV-2
7ye5	C	 Spike glycoprotein	SARS-CoV-2
7ye5	B	 Spike glycoprotein	SARS-CoV-2
7ye5	A	 Spike glycoprotein	SARS-CoV-2
7ydy	C	 Spike glycoprotein	SARS-CoV-2
7ydy	B	 Spike glycoprotein	SARS-CoV-2
7ydy	A	 Spike glycoprotein	SARS-CoV-2
7ru8	C	 Spike glycoprotein	SARS-CoV-2
7ru5	B	 Spike glycoprotein	SARS-CoV-2
7ru5	A	 Spike glycoprotein	SARS-CoV-2
7ru5	C	 Spike glycoprotein	SARS-CoV-2
7ru4	A	 Spike glycoprotein	SARS-CoV-2
7ru3	B	 Spike glycoprotein	SARS-CoV-2
7ru3	C	 Spike glycoprotein	SARS-CoV-2
7ru3	A	 Spike glycoprotein	SARS-CoV-2
7ru2	C	 Spike glycoprotein	SARS-CoV-2
7ru2	B	 Spike glycoprotein	SARS-CoV-2
7ru2	A	 Spike glycoprotein	SARS-CoV-2
7ru1	C	 Spike glycoprotein	SARS-CoV-2
7ru1	B	 Spike glycoprotein	SARS-CoV-2
7ru1	A	 Spike glycoprotein	SARS-CoV-2
8di5	C	 Spike glycoprotein	SARS-CoV-2
7t67	G	 Spike glycoprotein	SARS-CoV-2
7t67	C	 Spike glycoprotein	SARS-CoV-2
7t67	A	 Spike glycoprotein	SARS-CoV-2
7t3m	G	 Spike glycoprotein	SARS-CoV-2
7t3m	C	 Spike glycoprotein	SARS-CoV-2
7t3m	A	 Spike glycoprotein	SARS-CoV-2
7ydi	E	 Spike protein S1	SARS-CoV-2
7v5k	C	 Spike glycoprotein	MERS-CoV
7v5k	B	 Spike glycoprotein	MERS-CoV
7v5k	A	 Spike glycoprotein	MERS-CoV
8dv2	A	 Spike glycoprotein	SARS-CoV-2
8dv1	A	 Spike glycoprotein	SARS-CoV-2
8dm0	C	 Spike glycoprotein	SARS-CoV-2
8dlz	C	 Spike glycoprotein	SARS-CoV-2
8dlz	B	 Spike glycoprotein	SARS-CoV-2
8dlz	A	 Spike glycoprotein	SARS-CoV-2
8dly	C	 Spike glycoprotein	SARS-CoV-2
8dlx	C	 Spike glycoprotein	SARS-CoV-2
8dlx	B	 Spike glycoprotein	SARS-CoV-2
8dlx	A	 Spike glycoprotein	SARS-CoV-2
8dlw	E	 Spike glycoprotein	SARS-CoV-2
8dlw	B	 Spike glycoprotein	SARS-CoV-2
8dlw	A	 Spike glycoprotein	SARS-CoV-2
8dlv	B	 Spike glycoprotein	SARS-CoV-2
8dlu	C	 Spike glycoprotein	SARS-CoV-2
8dlu	B	 Spike glycoprotein	SARS-CoV-2
8dlu	A	 Spike glycoprotein	SARS-CoV-2
8dlt	C	 Spike glycoprotein	SARS-CoV-2
8dlt	B	 Spike glycoprotein	SARS-CoV-2
8dlt	A	 Spike glycoprotein	SARS-CoV-2
8dlk	B	 Spike glycoprotein	SARS-CoV-2
8dlj	C	 Spike glycoprotein	SARS-CoV-2
8dlj	B	 Spike glycoprotein	SARS-CoV-2
8dlj	A	 Spike glycoprotein	SARS-CoV-2
8dli	C	 Spike glycoprotein	SARS-CoV-2
8dli	B	 Spike glycoprotein	SARS-CoV-2
8dli	A	 Spike glycoprotein	SARS-CoV-2
8dln	B	 Spike glycoprotein	SARS-CoV-2
8dlm	C	 Spike glycoprotein	SARS-CoV-2
8dlm	B	 Spike glycoprotein	SARS-CoV-2
8dlm	A	 Spike glycoprotein	SARS-CoV-2
8dll	C	 Spike glycoprotein	SARS-CoV-2
8dll	B	 Spike glycoprotein	SARS-CoV-2
8dll	A	 Spike glycoprotein	SARS-CoV-2
8dls	A	 Spike glycoprotein	SARS-CoV-2
8dlr	A	 Spike glycoprotein	SARS-CoV-2
8dlq	B	 Spike glycoprotein	SARS-CoV-2
8dlp	C	 Spike glycoprotein	SARS-CoV-2
8dlp	B	 Spike glycoprotein	SARS-CoV-2
8dlp	A	 Spike glycoprotein	SARS-CoV-2
8dlo	C	 Spike glycoprotein	SARS-CoV-2
8dlo	B	 Spike glycoprotein	SARS-CoV-2
8dlo	A	 Spike glycoprotein	SARS-CoV-2
8dzi	E	 Spike glycoprotein	SARS-CoV-2
8dzi	A	 Spike glycoprotein	SARS-CoV-2
8dzi	C	 Spike glycoprotein	SARS-CoV-2
8dzh	C	 Spike glycoprotein	SARS-CoV-2
8dzh	A	 Spike glycoprotein	SARS-CoV-2
8dzh	B	 Spike glycoprotein	SARS-CoV-2
7y9s	C	 Spike glycoprotein	SARS-CoV-2
7y9s	B	 Spike glycoprotein	SARS-CoV-2
7y9s	A	 Spike glycoprotein	SARS-CoV-2
7xch	C	 Spike glycoprotein	SARS-CoV-2
7xch	B	 Spike glycoprotein	SARS-CoV-2
7xch	A	 Spike glycoprotein	SARS-CoV-2
7wbz	A	 Spike protein S1	SARS-CoV-2
8czi	F	 Spike protein S2' HR2	SARS-CoV-2
8czi	E	 Spike protein S2' HR2	SARS-CoV-2
8czi	D	 Spike protein S2' HR2	SARS-CoV-2
7xxl	B	 Spike protein S1	SARS-CoV-2
7v6n	C	 Spike glycoprotein	MERS-CoV
7v6n	B	 Spike glycoprotein	MERS-CoV
7v6n	A	 Spike glycoprotein	MERS-CoV
7y9z	C	 Spike glycoprotein	SARS-CoV-2
7y9z	B	 Spike glycoprotein	SARS-CoV-2
7y9z	A	 Spike glycoprotein	SARS-CoV-2
7ya0	C	 Spike glycoprotein	SARS-CoV-2
7ya0	B	 Spike glycoprotein	SARS-CoV-2
7ya0	A	 Spike glycoprotein	SARS-CoV-2
7xco	C	 Spike glycoprotein	SARS-CoV-2
7xco	B	 Spike glycoprotein	SARS-CoV-2
7xco	A	 Spike glycoprotein	SARS-CoV-2
7v5j	C	 Spike glycoprotein	MERS-CoV
7v5j	B	 Spike glycoprotein	MERS-CoV
7v5j	A	 Spike glycoprotein	MERS-CoV
7wry	R	 Spike protein S1	SARS-CoV-2
7v6o	C	 Spike glycoprotein	MERS-CoV
7v6o	B	 Spike glycoprotein	MERS-CoV
7v6o	A	 Spike glycoprotein	MERS-CoV
7xrp	A	 Spike protein S1	SARS-CoV-2
7xrp	F	 Spike protein S1	SARS-CoV-2
7zcf	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7zce	C	 Spike glycoprotein,Fibritin	SARS-CoV-2
7zce	B	 Spike glycoprotein,Fibritin	SARS-CoV-2
7zce	A	 Spike glycoprotein,Fibritin	SARS-CoV-2
8gx9	E	 Spike protein S1	SARS-CoV-2
8gx9	A	 Spike protein S1	SARS-CoV-2
8h10	C	 Spike glycoprotein	SARS-CoV
8h10	B	 Spike glycoprotein	SARS-CoV
8h10	A	 Spike glycoprotein	SARS-CoV
8h14	C	 Spike glycoprotein	SARS-CoV
8h14	B	 Spike glycoprotein	SARS-CoV
8h14	A	 Spike glycoprotein	SARS-CoV
8h13	C	 Spike glycoprotein	SARS-CoV
8h13	B	 Spike glycoprotein	SARS-CoV
8h13	A	 Spike glycoprotein	SARS-CoV
7yr3	F	 Spike glycoprotein	SARS-CoV-2
7yr3	C	 Spike glycoprotein	SARS-CoV-2
7yr3	B	 Spike glycoprotein	SARS-CoV-2
7yr2	C	 Spike glycoprotein	SARS-CoV-2
7yr2	E	 Spike glycoprotein	SARS-CoV-2
7yr2	D	 Spike glycoprotein	SARS-CoV-2
7yr1	C	 Spike glycoprotein	SARS-CoV-2
7yr1	B	 Spike glycoprotein	SARS-CoV-2
7yr1	A	 Spike glycoprotein	SARS-CoV-2
7yqz	B	 Spike glycoprotein	SARS-CoV-2
7yqz	A	 Spike glycoprotein	SARS-CoV-2
7yqz	C	 Spike glycoprotein	SARS-CoV-2
7yqy	C	 Spike glycoprotein	SARS-CoV-2
7yqy	B	 Spike glycoprotein	SARS-CoV-2
7yqy	A	 Spike glycoprotein	SARS-CoV-2
7yqx	C	 Spike glycoprotein	SARS-CoV-2
7yqx	B	 Spike glycoprotein	SARS-CoV-2
7yqx	A	 Spike glycoprotein	SARS-CoV-2
7yqw	C	 Spike glycoprotein	SARS-CoV-2
7yqw	B	 Spike glycoprotein	SARS-CoV-2
7yqw	A	 Spike glycoprotein	SARS-CoV-2
7yqv	C	 Spike glycoprotein	SARS-CoV-2
7yqv	B	 Spike glycoprotein	SARS-CoV-2
7yqv	A	 Spike glycoprotein	SARS-CoV-2
7yqt	C	 Spike glycoprotein	SARS-CoV-2
7yqt	B	 Spike glycoprotein	SARS-CoV-2
7yqt	A	 Spike glycoprotein	SARS-CoV-2
7yqu	B	 Spike glycoprotein	SARS-CoV-2
7yqu	A	 Spike glycoprotein	SARS-CoV-2
7yqu	C	 Spike glycoprotein	SARS-CoV-2
8d8r	A	 Spike glycoprotein	SARS-CoV-2
8d8q	A	 Spike glycoprotein	SARS-CoV-2
7vhj	C	 Spike glycoprotein	SARS-CoV-2
7vhj	A	 Spike glycoprotein	SARS-CoV-2
7vhj	B	 Spike glycoprotein	SARS-CoV-2
7vhk	C	 Spike glycoprotein	SARS-CoV-2
7vhk	A	 Spike glycoprotein	SARS-CoV-2
7vhk	B	 Spike glycoprotein	SARS-CoV-2
7vhm	C	 Spike glycoprotein	SARS-CoV-2
7vhm	B	 Spike glycoprotein	SARS-CoV-2
7vhm	A	 Spike glycoprotein	SARS-CoV-2
7vhl	A	 Spike glycoprotein	SARS-CoV-2
7vhl	B	 Spike glycoprotein	SARS-CoV-2
7vhl	C	 Spike glycoprotein	SARS-CoV-2
7wse	B	 Spike protein S1	SARS-CoV-2
8err	C	 Spike glycoprotein	SARS-CoV-2
8err	B	 Spike glycoprotein	SARS-CoV-2
8err	A	 Spike glycoprotein	SARS-CoV-2
8erq	A	 Spike glycoprotein	SARS-CoV-2
8gs6	C	 Spike glycoprotein	SARS-CoV-2
8gs6	B	 Spike glycoprotein	SARS-CoV-2
8gs6	A	 Spike glycoprotein	SARS-CoV-2
7wbh	C	 Spike glycoprotein	SARS-CoV-2
7wbh	B	 Spike glycoprotein	SARS-CoV-2
7wbh	A	 Spike glycoprotein	SARS-CoV-2
7wb5	R	 Surface glycoprotein	SARS-CoV-2
8h16	C	 Spike glycoprotein	SARS-CoV
8h16	A	 Spike glycoprotein	SARS-CoV
8h16	B	 Spike glycoprotein	SARS-CoV
8h15	C	 Spike glycoprotein	SARS-CoV
8h15	B	 Spike glycoprotein	SARS-CoV
8h15	A	 Spike glycoprotein	SARS-CoV
8h11	C	 Spike glycoprotein	SARS-CoV
8h11	A	 Spike glycoprotein	SARS-CoV
8h11	B	 Spike glycoprotein	SARS-CoV
